,Link_ID,FID,length
706,1252,6307,0.03202916432862792
707,1263,6307,0.01135469278371906
708,1264,6307,0.03554176039980568
709,1265,6307,0.161731504178766
710,1266,6307,0.014020665237441264
711,1267,6307,0.012291317156235201
712,1271,6307,0.015194374405232938
713,1274,6307,0.017193813766665948
714,1288,6307,0.02379826133883381
715,1289,6307,0.026263186684089623
716,1290,6307,0.04648219106928995
717,1291,6307,0.02678816346942339
718,1292,6307,0.07984478182821328
719,1293,6307,0.03941728980632757
720,1294,6307,0.01954378172315167
721,1295,6307,0.11333919943146017
722,1322,6307,0.006777405176222901
723,1334,6307,0.010110044859979725
724,1407,6307,0.00794902527105891
725,1408,6307,0.014918677342968586
726,1411,6307,0.1594755902103401
727,1412,6307,0.028534317219793243
728,1425,6307,0.04182832062019239
729,1426,6307,0.0037702903108003394
730,1430,6307,0.173096197475657
731,1432,6307,0.03677753057861121
732,1434,6307,0.08401505590504575
733,1446,6307,0.08538881195226568
734,1457,6307,0.12093995665927107
735,1490,6307,0.028604967461920105
736,1491,6307,0.019528506446212474
737,1492,6307,0.020262663422122244
738,1493,6307,1.1367468250633805
739,1494,6307,0.16728233888051933
740,1495,6307,0.007558328456161929
741,1496,6307,0.16115567198818165
742,1497,6307,0.21772662215463856
743,1498,6307,0.017356615334944245
744,1504,6307,0.03429584652548219
745,1505,6307,0.008460540977578021
746,1533,6307,0.04258085559249011
747,1551,6307,0.01857197033192104
748,1567,6307,0.042394416954484
749,1568,6307,0.07741481576714301
750,2200,6307,1.8040219381862577
751,33,6428,0.06519073389604482
752,48,6428,0.14092796202433386
753,51,6428,0.15597052549346946
754,54,6428,0.14004535481056363
755,63,6428,0.0833559806490609
756,67,6428,0.15401271767867375
757,68,6428,0.05196987355492017
758,74,6428,0.02230534771320522
759,75,6428,0.3890364842091723
760,77,6428,0.006984151085993828
761,79,6428,0.14369085041102297
762,81,6428,0.14164595483002668
763,82,6428,0.09268829474826579
764,85,6428,0.12810127608034866
765,86,6428,0.12684925590347196
766,93,6428,0.04041199625409063
767,98,6428,0.11207277030118103
768,100,6428,0.09104610797435869
769,104,6428,0.11011911242033046
770,105,6428,0.011880845406256531
771,107,6428,0.06983174892525565
772,112,6428,0.03945401492560948
773,116,6428,0.05241457883701104
774,120,6428,0.057872927341954206
775,121,6428,0.14820269311086542
776,128,6428,0.15404756809367862
777,129,6428,0.15047209089548144
778,131,6428,0.18665768102331026
779,132,6428,0.22488111016940526
780,134,6428,0.3738171639578731
781,137,6428,0.008721184764399023
782,142,6428,0.03689833800586489
783,143,6428,0.1462590334090566
784,148,6428,0.024470079647354103
785,149,6428,0.09048834904943712
786,150,6428,0.03100345272477191
787,151,6428,0.12984173411195668
788,153,6428,0.042482614515497424
789,163,6428,0.0272876529120443
790,170,6428,0.1361446452981222
791,177,6428,0.03961548723252559
792,179,6428,0.045174473438088614
793,182,6428,0.017061503049473015
794,204,6428,0.13891424766493704
795,225,6428,0.12822254063075567
796,228,6428,0.14186956676685542
797,232,6428,0.07139562073043554
798,238,6428,0.016995628885664894
799,244,6428,0.019491492059755075
800,245,6428,0.08904285992482235
801,248,6428,0.02406327349659924
802,250,6428,0.024808705334801236
803,251,6428,0.019588031303604828
804,271,6428,0.061950588268512415
805,277,6428,0.03244871048150338
806,282,6428,0.12767756825946758
807,287,6428,0.13959855929770265
808,298,6428,0.05096832604151368
809,299,6428,0.2106482805494491
810,300,6428,0.03676387736230603
811,301,6428,0.2017731277307018
812,302,6428,0.14065208744959298
813,303,6428,0.03189662370416635
814,305,6428,0.13611125502391458
815,306,6428,0.020412925073389314
816,307,6428,0.08232216912683352
817,314,6428,0.02472396920854048
818,315,6428,0.016658833290948274
819,316,6428,0.01943739105339457
820,319,6428,0.01879949154644847
821,321,6428,0.0450443043238555
822,322,6428,0.04105972464429239
823,323,6428,0.00852936088146664
824,330,6428,0.03311541457833092
825,331,6428,0.022686058616342018
826,341,6428,0.2668427872384379
827,350,6428,0.024731267077925466
828,351,6428,0.041797439065786375
829,369,6428,0.005872624710633899
830,414,6428,0.0689839495223974
831,415,6428,0.05740113916127421
832,416,6428,0.1351507456286193
833,417,6428,0.12982392681405155
834,436,6428,0.007703804280709716
835,444,6428,0.004762031015943664
836,445,6428,0.014510318485067276
837,446,6428,0.006137372231286787
838,447,6428,0.012110091053224345
839,448,6428,0.14233856635886072
840,451,6428,0.016841362412257376
841,452,6428,0.025107814601856755
842,466,6428,0.02671336162131008
843,469,6428,0.12328076912718791
844,472,6428,0.014836395625090265
845,473,6428,0.012531222252287033
846,492,6428,0.16370904218553917
847,510,6428,0.027241722872747225
848,511,6428,0.0735840837141328
849,512,6428,0.015324848819518838
850,513,6428,0.1858621173430857
851,518,6428,0.06087702364325314
852,520,6428,0.05953552454630881
